code,name,amount,pct,,,,
600790.SH,轻纺城,1.8239,4.6875,,,
688069.SH,德林海,0.1930,4.6844,,,
002599.SZ,盛通股份,0.8311,4.6729,,,
688200.SH,华峰测控,1.9929,4.6682,,,
300076.SZ,GQY视讯,0.2339,4.6667,,,
688027.SH,国盾量子,1.1168,4.6650,,,
688165.SH,埃夫特-U,0.2283,4.6541,,,
002527.SZ,新时达,0.7333,4.6512,,,
002161.SZ,远望谷,0.8417,4.6465,,,
300806.SZ,斯迪克,0.9470,4.6288,,,
301218.SZ,华是科技,0.4117,4.6229,,,
603969.SH,银龙股份,3.2166,4.6211,,,
301285.SZ,鸿日达,2.2359,4.6174,,,
688509.SH,正元地信,0.2974,4.5977,,,
600836.SH,上海易连,0.5120,4.5959,,,
603279.SH,景津装备,1.1260,4.5818,,,
301197.SZ,工大科雅,0.5502,4.5782,,,
003009.SZ,中天火箭,1.1163,4.5723,,,
605287.SH,德才股份,1.2017,4.5643,,,
300756.SZ,金马游乐,0.1628,4.5637,,,
600794.SH,保税科技,0.7439,4.5584,,,
688786.SH,悦安新材,0.5708,4.5552,,,
603713.SH,密尔克卫,1.5594,4.5547,,,
300081.SZ,恒信东方,1.1891,4.5526,,,
688353.SH,华盛锂电,1.2554,4.5467,,,
688373.SH,盟科药业-U,0.5154,4.5455,,,
688111.SH,金山办公,12.4705,4.5437,,,
688053.SH,思科瑞,0.4793,4.5417,,,
603970.SH,中农立华,0.9769,4.5394,,,
300789.SZ,唐源电气,0.1918,4.5301,,,
600615.SH,丰华股份,0.3273,4.5263,,,
605258.SH,协和电子,0.1654,4.5098,,,
300589.SZ,江龙船艇,1.1619,4.5061,,,
300651.SZ,金陵体育,0.5236,4.5007,,,
600198.SH,大唐电信,0.5781,4.5000,,,
002468.SZ,申通快递,6.7668,4.4978,,,
603869.SH,新智认知,0.7311,4.4957,,,
605098.SH,行动教育,0.5224,4.4953,,,
002908.SZ,德生科技,3.0092,4.4803,,,
002757.SZ,南兴股份,0.6158,4.4747,,,
603086.SH,先达股份,2.7389,4.4713,,,
300173.SZ,福能东方,0.3154,4.4706,,,
603519.SH,立霸股份,0.5679,4.4697,,,
688005.SH,容百科技,14.3841,4.4674,,,
002829.SZ,星网宇达,1.1170,4.4664,,,
301013.SZ,利和兴,0.3580,4.4444,,,
300371.SZ,汇中股份,0.2181,4.4426,,,
301002.SZ,崧盛股份,0.2551,4.4399,,,
300293.SZ,蓝英装备,0.4204,4.4318,,,
300030.SZ,阳普医疗,0.7468,4.4286,,,
688237.SH,超卓航科,0.5585,4.4276,,,
688060.SH,云涌科技,0.1786,4.4162,,,
301318.SZ,维海德,1.3719,4.4142,,,
002383.SZ,合众思壮,1.9136,4.4140,,,
688218.SH,江苏北人,1.0305,4.4040,,,
002212.SZ,天融信,6.4459,4.3893,,,
002008.SZ,大族激光,6.8050,4.3708,,,
300452.SZ,山河药辅,2.1042,4.3662,,,
000571.SZ,ST大洲,0.6037,4.3651,,,
300875.SZ,捷强装备,1.2924,4.3526,,,
002918.SZ,蒙娜丽莎,1.3360,4.3506,,,
300219.SZ,鸿利智汇,0.7637,4.3419,,,
300162.SZ,雷曼光电,0.6435,4.3415,,,
300690.SZ,双一科技,0.8195,4.3406,,,
600679.SH,上海凤凰,0.1710,4.3379,,,
300991.SZ,创益通,0.3025,4.3369,,,
603939.SH,益丰药房,4.0515,4.3330,,,
300229.SZ,拓尔思,1.6559,4.3315,,,
002779.SZ,中坚科技,0.1090,4.3282,,,
688267.SH,中触媒,0.2311,4.3254,,,
688113.SH,联测科技,0.1782,4.3197,,,
002933.SZ,新兴装备,0.3774,4.3182,,,
688004.SH,博汇科技,0.0957,4.3148,,,
688182.SH,灿勤科技,0.2839,4.3124,,,
002685.SZ,华东重机,6.5361,4.3033,,,
600518.SH,ST康美,2.5300,4.3011,,,
601698.SH,中国卫通,1.2891,4.2802,,,
600683.SH,京投发展,1.7444,4.2770,,,
000420.SZ,吉林化纤,1.5526,4.2755,,,
002171.SZ,楚江新材,2.1604,4.2676,,,
688041.SH,海光信息,12.4388,4.2652,,,
002607.SZ,中公教育,7.4110,4.2601,,,
001229.SZ,魅视科技,0.7057,4.2515,,,
688310.SH,迈得医疗,0.3316,4.2512,,,
688157.SH,松井股份,0.4645,4.2471,,,
688127.SH,蓝特光学,0.6066,4.2354,,,
688236.SH,春立医疗,1.1363,4.2335,,,
002150.SZ,通润装备,0.7756,4.2254,,,
300022.SZ,吉峰科技,0.5017,4.2222,,,
000931.SZ,中关村,0.8342,4.2208,,,
688580.SH,伟思医疗,1.0020,4.2188,,,
688075.SH,安旭生物,2.2901,4.2088,,,
600640.SH,国脉文化,1.2569,4.1989,,,
002932.SZ,明德生物,3.8584,4.1908,,,
300626.SZ,华瑞股份,0.1726,4.1872,,,
688215.SH,瑞晟智能,0.0731,4.1851,,,
600139.SH,*ST西源,1.1999,4.1841,,,
002675.SZ,东诚药业,5.6608,4.1820,,,
300007.SZ,汉威科技,1.7854,4.1738,,,
300634.SZ,彩讯股份,3.6795,4.1694,,,
603139.SH,康惠制药,0.3506,4.1687,,,
300336.SZ,*ST新文,0.2767,4.1667,,,
002652.SZ,扬子新材,0.2643,4.1667,,,
002892.SZ,科力尔,0.6394,4.1541,,,
301059.SZ,金三江,0.4267,4.1406,,,
603967.SH,中创物流,0.4078,4.1394,,,
000657.SZ,中钨高新,2.7630,4.1394,,,
600230.SH,沧州大化,10.1937,4.1382,,,
002436.SZ,兴森科技,4.2096,4.1339,,,
300298.SZ,三诺生物,2.5077,4.1306,,,
600335.SH,国机汽车,2.0261,4.1290,,,
603283.SH,赛腾股份,3.0638,4.1129,,,
603662.SH,柯力传感,0.3125,4.1105,,,
600276.SH,恒瑞医药,55.9133,4.1063,,,
605020.SH,永和股份,1.2349,4.1018,,,
688298.SH,东方生物,4.5693,4.0970,,,
300270.SZ,中威电子,0.1632,4.0892,,,
688030.SH,山石网科,0.1759,4.0846,,,
301171.SZ,易点天下,1.3395,4.0694,,,
002574.SZ,明牌珠宝,0.2810,4.0685,,,
600071.SH,凤凰光学,1.2838,4.0659,,,
002368.SZ,太极股份,3.5577,4.0659,,,
688160.SH,步科股份,0.5294,4.0641,,,
600399.SH,抚顺特钢,4.0570,4.0494,,,
300097.SZ,智云股份,0.6385,4.0453,,,
688400.SH,凌云光,1.2139,4.0408,,,
300049.SZ,福瑞股份,3.0072,4.0361,,,
688302.SH,海创药业-U,0.4001,4.0336,,,
688333.SH,铂力特,1.2107,4.0288,,,
002175.SZ,东方网络,3.8084,4.0230,,,
600552.SH,凯盛科技,1.6677,4.0223,,,
300209.SZ,天泽信息,1.0289,4.0201,,,
