,ts_code,trade_date,pct_chg,amount
2834,600149.SH,20221114,7.1307,240718.421
25,000032.SZ,20221114,7.0098,2234397.283
4156,603801.SH,20221114,6.9834,278433.271
4090,603676.SH,20221114,6.9721,137947.231
1576,300085.SZ,20221114,6.9627,271150.403
1331,002864.SZ,20221114,6.9385,878785.629
4373,605500.SH,20221114,6.9326,92293.744
78,000409.SZ,20221114,6.8182,310750.807
4555,688202.SH,20221114,6.7607,622391.575
771,002275.SZ,20221114,6.7468,183601.696
4195,603878.SH,20221114,6.7468,214797.961
2086,300612.SZ,20221114,6.7369,746104.761
4321,605177.SH,20221114,6.6789,72451.183
2376,300917.SZ,20221114,6.6294,643414.206
4175,603833.SH,20221114,6.6013,794523.38
4269,603998.SH,20221114,6.5868,429983.87
4165,603816.SH,20221114,6.5654,1020912.422
3970,603378.SH,20221114,6.5608,230501.992
1474,003020.SZ,20221114,6.5556,88983.537
4812,688659.SH,20221114,6.549,285548.223
4551,688197.SH,20221114,6.422,119114.041
2716,430476.BJ,20221114,6.4175,31122.603
1668,300181.SZ,20221114,6.3752,563834.869
21,000028.SZ,20221114,6.367,298084.693
1659,300171.SZ,20221114,6.3668,542764.065
80,000411.SZ,20221114,6.3593,328851.771
1857,300379.SZ,20221114,6.3479,738251.517
2619,301196.SZ,20221114,6.3309,84066.896
1635,300146.SZ,20221114,6.3187,682214.792
1072,002584.SZ,20221114,6.2927,565139.779
4416,688036.SH,20221114,6.2654,420696.36
2845,600161.SH,20221114,6.235,402021.75
4267,603995.SH,20221114,6.2149,216110.826
1460,003005.SZ,20221114,6.1941,1297349.032
406,000953.SZ,20221114,6.1654,322128.238
2948,600285.SH,20221114,6.1441,366236.894
2568,301126.SZ,20221114,6.1276,157098.174
3125,600521.SH,20221114,6.0935,993158.424
4365,605377.SH,20221114,6.0835,187457.31
2749,600036.SH,20221114,6.0819,6818027.855
1632,300143.SZ,20221114,6.0691,238546.62
4749,688520.SH,20221114,6.0434,457204.01
2103,300629.SZ,20221114,5.9542,300227.315
4635,688298.SH,20221114,5.9279,739316.301
4027,603565.SH,20221114,5.8824,375339.643
1928,300451.SZ,20221114,5.8403,490047.161
875,002380.SZ,20221114,5.8376,443175.678
4020,603538.SH,20221114,5.814,1082036.302
128,000540.SZ,20221114,5.8065,544747.997
3845,603171.SH,20221114,5.7818,197235.009
2371,300911.SZ,20221114,5.7776,369143.779
965,002474.SZ,20221114,5.7421,2139376.779
845,002349.SZ,20221114,5.7275,2035739.476
3638,601636.SH,20221114,5.7269,951501.697
998,002508.SZ,20221114,5.7203,862113.963
4403,688021.SH,20221114,5.6889,22216.129
4649,688314.SH,20221114,5.6836,39450.156
2191,300720.SZ,20221114,5.6738,67169.919
3026,600380.SH,20221114,5.6255,464393.96
2257,300793.SZ,20221114,5.6037,207760.316
790,002294.SZ,20221114,5.5695,379716.387
2227,300760.SZ,20221114,5.5208,2926144.237
888,002393.SZ,20221114,5.5054,205170.057
4291,605069.SH,20221114,5.4922,51562.429
2642,301226.SZ,20221114,5.47,94340.263
732,002234.SZ,20221114,5.4631,540905.881
484,001300.SZ,20221114,5.4376,760515.887
2098,300624.SZ,20221114,5.4293,237590.223
4142,603773.SH,20221114,5.4092,53870.712
3056,600422.SH,20221114,5.375,356042.52
3420,600864.SH,20221114,5.3498,475701.146
1836,300354.SZ,20221114,5.3397,136235.495
1266,002793.SZ,20221114,5.3348,173066.095
4008,603516.SH,20221114,5.3004,164160.329
2823,600131.SH,20221114,5.2396,467267.008
971,002481.SZ,20221114,5.2189,214059.529
4631,688293.SH,20221114,5.2181,82232.841
4544,688189.SH,20221114,5.1702,152291.339
3089,600479.SH,20221114,5.1675,304978.811
1454,002999.SZ,20221114,5.1651,1593555.563
3076,600460.SH,20221114,5.1519,1500390.586
1251,002777.SZ,20221114,5.1341,569063.159
2766,600062.SH,20221114,5.1179,1276339.21
4411,688030.SH,20221114,5.1163,49385.559
1882,300404.SZ,20221114,5.1031,529150.051
4183,603858.SH,20221114,5.0856,459107.713
613,002112.SZ,20221114,5.0847,796673.871
1738,300254.SZ,20221114,5.0532,158816.743
2987,600332.SH,20221114,5.0505,880093.225
1844,300364.SZ,20221114,5.0395,1088360.837
1680,300194.SZ,20221114,5.0265,217897.431
309,000806.SZ,20221114,5.0228,31850.435
1127,002642.SZ,20221114,5.0205,2516415.072
2962,600303.SH,20221114,5.0147,406409.357
2757,600053.SH,20221114,5.0125,159819.035
3136,600533.SH,20221114,5.0119,459237.157
854,002358.SZ,20221114,4.9887,239837.503
906,002411.SZ,20221114,4.9822,423685.949
608,002107.SZ,20221114,4.9774,220950.312
525,002022.SZ,20221114,4.9705,181775.998
1141,002656.SZ,20221114,4.9645,16961.014
2805,600112.SH,20221114,4.9587,54143.037
912,002417.SZ,20221114,4.9577,56117.372
3348,600781.SH,20221114,4.955,42898.572
4400,688018.SH,20221114,4.953,102122.65
1060,002572.SZ,20221114,4.933,1031018.837
2342,300881.SZ,20221114,4.9194,117252.613
826,002330.SZ,20221114,4.9128,258092.686
1689,300204.SZ,20221114,4.9001,823078.676
2827,600136.SH,20221114,4.878,46211.606
676,002177.SZ,20221114,4.8701,154235.073
1820,300338.SZ,20221114,4.8673,92040.327
4197,603880.SH,20221114,4.8622,41066.237
4205,603889.SH,20221114,4.8105,83454.194
289,000779.SZ,20221114,4.8077,242939.943
3507,600998.SH,20221114,4.7994,211579.038
3167,600572.SH,20221114,4.7945,422184.699
905,002410.SZ,20221114,4.7941,874000.765
2779,600079.SH,20221114,4.7619,960225.853
69,000333.SZ,20221114,4.7556,4791202.404
1340,002873.SZ,20221114,4.7526,427571.628
1363,002898.SZ,20221114,4.75,107208.83
3354,600789.SH,20221114,4.7473,303965.073
2489,301037.SZ,20221114,4.6857,69347.866
315,000813.SZ,20221114,4.6832,440565.992
3297,600726.SH,20221114,4.6763,95854.714
170,000597.SZ,20221114,4.6729,184017.149
857,002362.SZ,20221114,4.6717,421714.842
2075,300601.SZ,20221114,4.6655,631747.869
4811,688658.SH,20221114,4.6632,212967.74
2422,300967.SZ,20221114,4.6539,248798.999
4680,688356.SH,20221114,4.6525,143987.088
219,000671.SZ,20221114,4.6512,1560809.042
3187,600594.SH,20221114,4.6472,287128.577
907,002412.SZ,20221114,4.6444,312944.143
2513,301063.SZ,20221114,4.6366,69407.695
885,002390.SZ,20221114,4.6296,288949.795
92,000428.SZ,20221114,4.6278,819346.525
4792,688608.SH,20221114,4.6198,163821.265
4211,603898.SH,20221114,4.6154,73746.044
2627,301207.SZ,20221114,4.5914,264860.195
268,000736.SZ,20221114,4.5879,1320792.849
4059,603613.SH,20221114,4.5849,730854.579
2785,600085.SH,20221114,4.578,974958.607
4477,688107.SH,20221114,4.5506,188836.002
0,000001.SZ,20221114,4.5494,4637823.414
2278,300816.SZ,20221114,4.5316,76661.662
1996,300519.SZ,20221114,4.5296,170071.324
1599,300110.SZ,20221114,4.5249,433903.87
4275,605007.SH,20221114,4.5094,97403.829
547,002044.SZ,20221114,4.5028,917919.153
1730,300246.SZ,20221114,4.4965,163007.884
2048,300573.SZ,20221114,4.4703,372321.416
1751,300267.SZ,20221114,4.4643,254862.902
1261,002788.SZ,20221114,4.4494,171268.984
1972,300495.SZ,20221114,4.4444,129979.524
2435,300981.SZ,20221114,4.4422,104048.957
1992,300515.SZ,20221114,4.4348,41895.298
2880,600201.SH,20221114,4.4346,476185.715
4810,688656.SH,20221114,4.4167,29200.694
3674,601838.SH,20221114,4.4034,808453.491
565,002062.SZ,20221114,4.4014,372631.966
3137,600535.SH,20221114,4.3946,342058.138
3536,601089.SH,20221114,4.3827,231187.908
4172,603826.SH,20221114,4.3775,231990.505
2512,301062.SZ,20221114,4.3771,59426.984
1569,300078.SZ,20221114,4.375,224784.465
2096,300622.SZ,20221114,4.3744,68864.562
4561,688209.SH,20221114,4.3685,60901.025
407,000955.SZ,20221114,4.3668,99066.439
2419,300964.SZ,20221114,4.343,49530.33
1386,002923.SZ,20221114,4.3429,122467.865
4079,603658.SH,20221114,4.3344,447219.098
415,000965.SZ,20221114,4.3299,935117.538
4696,688377.SH,20221114,4.3186,78293.339
3855,603186.SH,20221114,4.2954,74733.001
3320,600750.SH,20221114,4.2746,428131.646
917,002422.SZ,20221114,4.2731,561781.218
643,002142.SZ,20221114,4.2681,2854672.445
3571,601208.SH,20221114,4.2445,298473.257
2991,600337.SH,20221114,4.2403,58876.467
2871,600191.SH,20221114,4.2373,41425.029
739,002241.SZ,20221114,4.2197,6912362.332
582,002081.SZ,20221114,4.2194,304008.307
511,002007.SZ,20221114,4.2077,556113.997
863,002368.SZ,20221114,4.2026,448085.432
783,002287.SZ,20221114,4.1993,98022.657
293,000786.SZ,20221114,4.1785,1060226.265
4442,688068.SH,20221114,4.1717,280579.734
2933,600267.SH,20221114,4.1519,412043.959
2760,600056.SH,20221114,4.1412,2058401.438
468,001236.SZ,20221114,4.1207,636520.078
4532,688177.SH,20221114,4.1161,56318.437
4644,688309.SH,20221114,4.1159,13174.767
4484,688114.SH,20221114,4.1154,218613.757
333,000838.SZ,20221114,4.1016,211352.145
3998,603496.SH,20221114,4.089,105117.309
189,000623.SZ,20221114,4.0887,434452.748
2984,600329.SH,20221114,4.0879,439611.614
2624,301201.SZ,20221114,4.0862,304127.028
2919,600249.SH,20221114,4.0856,112605.4
4265,603992.SH,20221114,4.0846,44811.517
3628,601607.SH,20221114,4.0794,681227.659
1489,003037.SZ,20221114,4.0767,239080.595
4259,603986.SH,20221114,4.0638,2282087.69
3261,600684.SH,20221114,4.0609,331220.771
2275,300813.SZ,20221114,4.0412,426590.721
711,002212.SZ,20221114,4.0404,546656.809
4726,688428.SH,20221114,4.0375,244351.266
1515,300019.SZ,20221114,4.0327,386294.275
1142,002657.SZ,20221114,4.0289,619704.232
3031,600387.SH,20221114,4.0223,211058.144
951,002458.SZ,20221114,4.0222,1027447.293
981,002491.SZ,20221114,4.0219,173398.021
758,002262.SZ,20221114,4.0181,230697.275
3115,600510.SH,20221114,4.0052,522844.458
618,002117.SZ,20221114,4.0046,620867.312
1,000002.SZ,20221114,3.9975,4673831.8
4591,688246.SH,20221114,3.9903,128131.242
1930,300453.SZ,20221114,3.9823,89447.896
1289,002819.SZ,20221114,3.9745,126544.94
579,002078.SZ,20221114,3.9537,373330.582
1914,300437.SZ,20221114,3.9493,549729.019
4419,688039.SH,20221114,3.9449,94196.559
742,002244.SZ,20221114,3.931,1232557.316
2939,600276.SH,20221114,3.9266,2296583.744
3285,600713.SH,20221114,3.9252,208675.505
3850,603180.SH,20221114,3.9201,128165.728
2658,301258.SZ,20221114,3.9138,140634.695
2523,301075.SZ,20221114,3.9136,34882.808
3124,600520.SH,20221114,3.9092,808645.72
405,000952.SZ,20221114,3.9092,138299.787
4892,832278.BJ,20221114,3.9076,5431.91
3096,600488.SH,20221114,3.9046,70390.286
332,000837.SZ,20221114,3.9014,442997.728
1739,300255.SZ,20221114,3.8983,87565.697
2134,300661.SZ,20221114,3.8979,641465.367
375,000909.SZ,20221114,3.8919,493740.966
4448,688075.SH,20221114,3.8889,307803.047
2309,300847.SZ,20221114,3.8884,93459.871
4422,688046.SH,20221114,3.8871,68502.336
365,000897.SZ,20221114,3.8793,159208.629
1343,002877.SZ,20221114,3.8567,56814.42
4045,603598.SH,20221114,3.8504,208704.611
385,000921.SZ,20221114,3.8462,383015.807
4585,688235.SH,20221114,3.8182,362518.621
968,002478.SZ,20221114,3.7994,199928.126
404,000951.SZ,20221114,3.7975,482128.98
1697,300212.SZ,20221114,3.7929,347866.194
4548,688193.SH,20221114,3.7788,20036.739
3996,603488.SH,20221114,3.7736,47977.792
1748,300264.SZ,20221114,3.7627,440325.547
619,002118.SZ,20221114,3.7594,203463.379
4297,605089.SH,20221114,3.7548,100414.805
4557,688205.SH,20221114,3.7398,34313.503
1858,300380.SZ,20221114,3.7395,56599.538
1942,300465.SZ,20221114,3.7296,247175.226
1365,002900.SZ,20221114,3.7241,198336.702
435,000989.SZ,20221114,3.7077,328124.669
4734,688468.SH,20221114,3.7006,55282.571
1962,300485.SZ,20221114,3.6977,229989.201
4202,603886.SH,20221114,3.6892,100523.169
4610,688270.SH,20221114,3.6888,188114.892
2572,301130.SZ,20221114,3.6837,81273.164
2793,600099.SH,20221114,3.6757,162594.783
4511,688152.SH,20221114,3.6651,402654.08
4024,603557.SH,20221114,3.662,49134.919
4408,688027.SH,20221114,3.6561,94138.647
2025,300550.SZ,20221114,3.647,49804.329
4783,688595.SH,20221114,3.6458,147819.504
243,000707.SZ,20221114,3.6327,493336.99
4199,603882.SH,20221114,3.6164,429420.158
1402,002941.SZ,20221114,3.6154,276036.789
2339,300878.SZ,20221114,3.5994,171482.006
2313,300851.SZ,20221114,3.5938,30217.101
3118,600513.SH,20221114,3.5928,145924.383
955,002462.SZ,20221114,3.5894,123465.731
4766,688561.SH,20221114,3.5886,326998.603
2345,300884.SZ,20221114,3.5842,125844.365
2221,300753.SZ,20221114,3.5817,39510.307
4119,603716.SH,20221114,3.5654,196702.727
1089,002601.SZ,20221114,3.555,836762.591
2104,300630.SZ,20221114,3.5526,277013.171
473,001266.SZ,20221114,3.5439,110374.404
3636,601628.SH,20221114,3.5373,911644.847
2083,300609.SZ,20221114,3.5099,117312.311
1407,002947.SZ,20221114,3.5,143054.221
3740,603017.SH,20221114,3.4979,192091.285
236,000697.SZ,20221114,3.4924,634599.497
1512,300016.SZ,20221114,3.4819,62985.217
2062,300588.SZ,20221114,3.4783,68321.442
2088,300614.SZ,20221114,3.463,96779.185
1685,300199.SZ,20221114,3.4532,1136624.142
751,002253.SZ,20221114,3.4384,405459.153
1631,300142.SZ,20221114,3.4257,1401752.264
3967,603368.SH,20221114,3.4197,153162.998
634,002133.SZ,20221114,3.4091,369874.377
812,002316.SZ,20221114,3.4091,39721.488
150,000566.SZ,20221114,3.4043,166844.914
403,000950.SZ,20221114,3.4026,244162.479
4714,688398.SH,20221114,3.385,13949.246
2349,300888.SZ,20221114,3.3813,181261.991
3980,603392.SH,20221114,3.3811,837561.673
4938,836433.BJ,20221114,3.3679,8716.741
3132,600529.SH,20221114,3.3575,510213.486
2077,300603.SZ,20221114,3.3498,172510.446
4863,688799.SH,20221114,3.3476,45661.167
4257,603983.SH,20221114,3.3425,170568.233
3394,600833.SH,20221114,3.3424,106484.529
704,002205.SZ,20221114,3.3395,297055.804
930,002435.SZ,20221114,3.3333,142002.042
4089,603669.SH,20221114,3.3278,107406.392
1264,002791.SZ,20221114,3.3273,1315125.015
1111,002626.SZ,20221114,3.3226,144425.281
1600,300111.SZ,20221114,3.3113,93247.821
3987,603421.SH,20221114,3.2992,86323.059
4740,688508.SH,20221114,3.2969,197558.028
105,000513.SZ,20221114,3.2769,476874.555
4447,688073.SH,20221114,3.274,46915.866
4624,688286.SH,20221114,3.2726,37739.064
1129,002644.SZ,20221114,3.271,240056.488
83,000416.SZ,20221114,3.25,166254.772
1043,002555.SZ,20221114,3.2402,773710.167
1247,002773.SZ,20221114,3.2277,347415.411
2399,300942.SZ,20221114,3.2275,166431.077
3314,600743.SH,20221114,3.2258,85630.754
3560,601166.SH,20221114,3.2198,3282761.689
1940,300463.SZ,20221114,3.2105,396498.817
2558,301115.SZ,20221114,3.2061,93025.893
1929,300452.SZ,20221114,3.2055,154558.717
1467,003012.SZ,20221114,3.202,306498.103
4592,688247.SH,20221114,3.1746,94086.827
2688,301319.SZ,20221114,3.1732,164322.149
3116,600511.SH,20221114,3.1728,388608.519
573,002072.SZ,20221114,3.1704,26707.834
4396,688013.SH,20221114,3.1689,23538.775
4029,603567.SH,20221114,3.1682,123445.556
271,000739.SZ,20221114,3.1651,428806.968
380,000915.SZ,20221114,3.1574,185277.331
3138,600536.SH,20221114,3.1556,2888989.061
782,002286.SZ,20221114,3.1532,60869.866
3590,601318.SH,20221114,3.149,5070952.841
3246,600664.SH,20221114,3.1469,157749.219
3927,603309.SH,20221114,3.1403,107868.035
3795,603090.SH,20221114,3.1344,32084.42
1077,002589.SZ,20221114,3.132,475386.55
400,000938.SZ,20221114,3.1197,566031.693
4679,688355.SH,20221114,3.1165,110660.93
736,002238.SZ,20221114,3.1104,157007.751
1879,300401.SZ,20221114,3.1072,390931.004
2937,600272.SH,20221114,3.1008,150353.032
1848,300369.SZ,20221114,3.0825,205916.586
1502,300006.SZ,20221114,3.0806,100103.554
1772,300288.SZ,20221114,3.0723,89554.132
3973,603383.SH,20221114,3.0642,242764.108
179,000608.SZ,20221114,3.0612,90516.453
4773,688575.SH,20221114,3.0607,266394.735
1916,300439.SZ,20221114,3.0588,233262.68
4324,605180.SH,20221114,3.0559,16603.262
4171,603825.SH,20221114,3.0557,420147.265
1242,002767.SZ,20221114,3.0508,56371.355
1415,002956.SZ,20221114,3.0506,52210.185
2231,300765.SZ,20221114,3.0435,87535.37
1773,300289.SZ,20221114,3.0351,89188.046
3068,600446.SH,20221114,3.0275,428519.002
2147,300674.SZ,20221114,3.0265,272019.283
2150,300677.SZ,20221114,3.0264,502598.509
1809,300327.SZ,20221114,3.0174,600216.531
1439,002982.SZ,20221114,3.0138,186244.205
740,002242.SZ,20221114,3.0051,169405.326
2450,300996.SZ,20221114,3.0023,90229.627
3822,603127.SH,20221114,3.0002,934589.145
723,002225.SZ,20221114,2.9954,183812.528
2469,301016.SZ,20221114,2.9893,85762.614
530,002027.SZ,20221114,2.9825,1533820.303
4507,688139.SH,20221114,2.9823,139256.553
1808,300326.SZ,20221114,2.9716,216898.404
4107,603698.SH,20221114,2.9647,56586.613
2116,300642.SZ,20221114,2.954,66670.147
1974,300497.SZ,20221114,2.9433,239259.79
472,001259.SZ,20221114,2.9286,141402.889
52,000078.SZ,20221114,2.924,151728.377
3974,603385.SH,20221114,2.9167,46005.595
3770,603055.SH,20221114,2.9076,94899.646
2753,600048.SH,20221114,2.9059,3670924.757
2780,600080.SH,20221114,2.8967,111237.77
4909,833914.BJ,20221114,2.8782,55750.106
2036,300561.SZ,20221114,2.877,149838.547
2874,600195.SH,20221114,2.874,158033.543
1946,300469.SZ,20221114,2.8732,141786.403
2052,300578.SZ,20221114,2.8714,92277.4
3059,600426.SH,20221114,2.864,1020696.131
877,002382.SZ,20221114,2.8539,171168.096
4369,605398.SH,20221114,2.8439,282732.443
2183,300711.SZ,20221114,2.8381,34605.529
1410,002950.SZ,20221114,2.831,98746.953
4244,603960.SH,20221114,2.8254,86319.659
2018,300542.SZ,20221114,2.8223,275046.366
4669,688336.SH,20221114,2.8217,19496.816
519,002015.SZ,20221114,2.8198,463147.725
456,001216.SZ,20221114,2.8098,51393.54
4162,603811.SH,20221114,2.7864,70564.482
483,001299.SZ,20221114,2.7834,276623.147
4598,688256.SH,20221114,2.7829,153552.695
600,002099.SZ,20221114,2.7818,131945.77
3054,600420.SH,20221114,2.7807,180192.511
1169,002686.SZ,20221114,2.7778,90153.096
4374,605507.SH,20221114,2.7778,163533.219
374,000908.SZ,20221114,2.7701,241156.129
4217,603908.SH,20221114,2.7637,138258.614
4590,688244.SH,20221114,2.7631,72145.611
1821,300339.SZ,20221114,2.7597,1598702.683
1302,002832.SZ,20221114,2.7539,90818.789
3839,603165.SH,20221114,2.7531,46691.792
1505,300009.SZ,20221114,2.737,229320.613
2515,301066.SZ,20221114,2.7361,57893.94
1584,300094.SZ,20221114,2.7322,332893.668
1771,300287.SZ,20221114,2.716,409417.394
2536,301089.SZ,20221114,2.7089,590909.618
4919,835174.BJ,20221114,2.7057,5348.803
2524,301076.SZ,20221114,2.7038,39352.23
1482,003029.SZ,20221114,2.7027,177580.859
1063,002575.SZ,20221114,2.7027,67435.418
4350,605303.SH,20221114,2.692,175075.359
4498,688129.SH,20221114,2.6906,10593.836
3163,600568.SH,20221114,2.6738,31768.544
3883,603222.SH,20221114,2.6738,102345.93
860,002365.SZ,20221114,2.6724,165192.524
2410,300955.SZ,20221114,2.671,40275.395
2978,600322.SH,20221114,2.6549,224411.822
2759,600055.SH,20221114,2.6487,245580.982
70,000338.SZ,20221114,2.6445,671549.517
3397,600836.SH,20221114,2.6357,224619.691
4744,688513.SH,20221114,2.6325,79274.646
1597,300108.SZ,20221114,2.6316,44642.689
1834,300352.SZ,20221114,2.6316,218557.366
1071,002583.SZ,20221114,2.6217,177500.553
828,002332.SZ,20221114,2.6217,285209.637
1801,300318.SZ,20221114,2.6194,113518.311
4177,603838.SH,20221114,2.6178,18646.041
910,002415.SZ,20221114,2.6166,1908445.852
3723,601998.SH,20221114,2.6144,306470.119
3199,600606.SH,20221114,2.6144,1285298.195
1542,300049.SZ,20221114,2.6128,231680.753
1220,002742.SZ,20221114,2.603,56292.364
4173,603828.SH,20221114,2.6012,36678.559
4523,688166.SH,20221114,2.6004,75844.424
4021,603551.SH,20221114,2.5913,61229.422
2711,430047.BJ,20221114,2.5827,17262.115
290,000782.SZ,20221114,2.5751,108206.082
3991,603456.SH,20221114,2.5708,453806.403
4410,688029.SH,20221114,2.5615,224573.536
697,002198.SZ,20221114,2.5602,107294.387
2643,301227.SZ,20221114,2.5478,126963.542
2949,600287.SH,20221114,2.5408,347117.117
2356,300895.SZ,20221114,2.5398,78425.667
1731,300247.SZ,20221114,2.5352,84998.836
1987,300510.SZ,20221114,2.5316,112530.144
4081,603660.SH,20221114,2.5295,136336.092
1444,002987.SZ,20221114,2.5284,431820.809
