code,name,amount,pct,,,,
002872.SZ,ST天圣,0.0616,1.0288,,,,
603901.SH,永创智能,0.3674,1.0287,,,,
600080.SH,金花股份,0.3401,1.0256,,,,
603133.SH,碳元科技,0.2647,1.0252,,,,
600107.SH,美尔雅,0.7974,1.0249,,,,
300899.SZ,上海凯鑫,0.1585,1.0228,,,,
301117.SZ,佳缘科技,0.4727,1.0221,,,,
300301.SZ,*ST长方,0.1675,1.0204,,,,
300680.SZ,隆盛科技,0.8785,1.0169,,,,
002376.SZ,新北洋,0.8059,1.0165,,,,
600228.SH,返利科技,0.3127,1.0160,,,,
003039.SZ,顺控发展,0.3847,1.0158,,,,
002219.SZ,新里程,0.7042,1.0152,,,,
300332.SZ,天壕环境,0.7914,1.0140,,,,
600624.SH,复旦复华,0.3508,1.0118,,,,
600727.SH,鲁北化工,0.3635,1.0116,,,,
002576.SZ,通达动力,1.2390,1.0043,,,,
301065.SZ,本立科技,0.1485,1.0032,,,,
603933.SH,睿能科技,0.1229,1.0020,,,,
002817.SZ,黄山胶囊,7.4787,1.0000,,,,
300006.SZ,莱美药业,0.5584,0.9975,,,,
601727.SH,上海电气,1.0428,0.9950,,,,
002760.SZ,凤形股份,0.4137,0.9937,,,,
002100.SZ,天康生物,3.4479,0.9891,,,,
300489.SZ,光智科技,0.1778,0.9889,,,,
300121.SZ,阳谷华泰,1.4511,0.9860,,,,
000868.SZ,安凯客车,6.5549,0.9852,,,,
603103.SH,横店影视,0.2673,0.9839,,,,
300642.SZ,透景生命,0.5589,0.9821,,,,
300111.SZ,向日葵,0.4603,0.9804,,,,
300025.SZ,华星创业,0.3102,0.9804,,,,
300531.SZ,优博讯,0.5878,0.9797,,,,
000530.SZ,冰山冷热,1.7366,0.9785,,,,
300605.SZ,恒锋信息,0.5699,0.9756,,,,
000525.SZ,ST红太阳,1.1017,0.9749,,,,
600706.SH,曲江文旅,0.6788,0.9732,,,,
300118.SZ,东方日升,9.6002,0.9723,,,,
601388.SH,怡球资源,1.5854,0.9709,,,,
300238.SZ,冠昊生物,0.5396,0.9692,,,,
600716.SH,凤凰股份,0.5638,0.9639,,,,
603057.SH,紫燕食品,3.8313,0.9638,,,,
688383.SH,新益昌,0.3422,0.9624,,,,
600897.SH,厦门空港,0.2762,0.9609,,,,
301023.SZ,江南奕帆,0.2583,0.9595,,,,
603042.SH,华脉科技,0.5629,0.9588,,,,
002194.SZ,武汉凡谷,1.7186,0.9574,,,,
603335.SH,迪生力,0.4677,0.9569,,,,
300852.SZ,四会富仕,0.3142,0.9565,,,,
301060.SZ,兰卫医学,4.3433,0.9553,,,,
300813.SZ,泰林生物,1.3893,0.9541,,,,
002130.SZ,沃尔核材,0.8198,0.9524,,,,
000762.SZ,西藏矿业,9.5008,0.9487,,,,
002857.SZ,三晖电气,0.1492,0.9468,,,,
688097.SH,博众精工,0.0522,0.9434,,,,
000806.SZ,*ST银河,0.0863,0.9434,,,,
601021.SH,春秋航空,2.2793,0.9427,,,,
301149.SZ,隆华新材,0.1773,0.9427,,,,
002734.SZ,利民股份,0.3475,0.9424,,,,
002283.SZ,天润工业,0.3973,0.9398,,,,
603161.SH,科华控股,0.3843,0.9299,,,,
603861.SH,白云电器,0.1781,0.9284,,,,
001331.SZ,胜通能源,2.5972,0.9272,,,,
300340.SZ,科恒股份,0.3423,0.9251,,,,
601908.SH,京运通,3.0176,0.9235,,,,
300267.SZ,尔康制药,0.9709,0.9231,,,,
000607.SZ,华媒控股,0.3460,0.9217,,,,
002890.SZ,弘宇股份,0.1548,0.9211,,,,
301038.SZ,深水规院,0.6214,0.9185,,,,
300381.SZ,溢多利,0.3567,0.9143,,,,
603488.SH,展鹏科技,0.0789,0.9105,,,,
300404.SZ,博济医药,0.3642,0.9103,,,,
603729.SH,龙韵股份,0.1507,0.9098,,,,
603883.SH,老百姓,1.8045,0.9078,,,,
300122.SZ,智飞生物,11.7928,0.9072,,,,
600537.SH,亿晶光电,7.2168,0.9050,,,,
000779.SZ,甘咨询,0.2625,0.9050,,,,
002485.SZ,*ST雪发,0.0250,0.9009,,,,
000566.SZ,海南海药,0.9488,0.8989,,,,
430564.BJ,天润科技,0.0451,0.8982,,,,
688163.SH,赛伦生物,0.2754,0.8973,,,,
605133.SH,嵘泰股份,0.7493,0.8929,,,,
300277.SZ,海联讯,0.2108,0.8915,,,,
002137.SZ,实益达,0.8932,0.8913,,,,
688265.SH,南模生物,0.1571,0.8903,,,,
002740.SZ,ST爱迪尔,0.7139,0.8902,,,,
002350.SZ,北京科锐,1.6838,0.8883,,,,
600546.SH,山煤国际,5.8997,0.8870,,,,
300981.SZ,中红医疗,0.6141,0.8867,,,,
688408.SH,中信博,2.1582,0.8864,,,,
601616.SH,广电电气,0.2921,0.8850,,,,
601218.SH,吉鑫科技,0.6597,0.8850,,,,
002859.SZ,洁美科技,0.2506,0.8827,,,,
688679.SH,通源环境,0.1185,0.8821,,,,
300101.SZ,振芯科技,3.6383,0.8818,,,,
300440.SZ,运达科技,0.2731,0.8811,,,,
002435.SZ,长江健康,0.7207,0.8811,,,,
600395.SH,盘江股份,2.0601,0.8761,,,,
000400.SZ,许继电气,3.1846,0.8753,,,,
603108.SH,润达医疗,1.7525,0.8718,,,,
600268.SH,国电南自,0.6930,0.8706,,,,
300986.SZ,志特新材,1.3723,0.8705,,,,
300639.SZ,凯普生物,1.8356,0.8705,,,,
600865.SH,百大集团,0.1129,0.8677,,,,
300578.SZ,会畅通讯,0.4592,0.8672,,,,
000828.SZ,东莞控股,0.2441,0.8658,,,,
300123.SZ,亚光科技,0.7035,0.8636,,,,
000059.SZ,华锦股份,1.9211,0.8608,,,,
603669.SH,灵康药业,0.2209,0.8606,,,,
002575.SZ,群兴玩具,0.5803,0.8606,,,,
601717.SH,郑煤机,1.5193,0.8602,,,,
001289.SZ,龙源电力,0.7460,0.8598,,,,
688282.SH,理工导航,0.3983,0.8557,,,,
300496.SZ,中科创达,4.5359,0.8546,,,,
688589.SH,力合微,0.5808,0.8514,,,,
002803.SZ,吉宏股份,1.3000,0.8489,,,,
002434.SZ,万里扬,1.1350,0.8464,,,,
603666.SH,亿嘉和,0.8245,0.8455,,,,
002126.SZ,银轮股份,2.9938,0.8423,,,,
688366.SH,昊海生科,0.4570,0.8420,,,,
832885.BJ,星辰科技,0.0051,0.8368,,,,
300607.SZ,拓斯达,0.9502,0.8359,,,,
830832.BJ,齐鲁华信,0.0106,0.8333,,,,
300001.SZ,特锐德,1.7349,0.8323,,,,
603885.SH,吉祥航空,1.4940,0.8322,,,,
688767.SH,博拓生物,0.6005,0.8319,,,,
603214.SH,爱婴室,0.8796,0.8303,,,,
600372.SH,中航电子,4.2423,0.8294,,,,
300073.SZ,当升科技,8.0720,0.8283,,,,
603737.SH,三棵树,4.4321,0.8268,,,,
002939.SZ,长城证券,1.4114,0.8255,,,,
002145.SZ,中核钛白,1.7038,0.8253,,,,
870299.BJ,灿能电力,0.0287,0.8247,,,,
837212.BJ,智新电子,0.0079,0.8242,,,,
002123.SZ,梦网科技,1.1170,0.8219,,,,
603203.SH,快克股份,0.2179,0.8214,,,,
600812.SH,华北制药,0.6882,0.8197,,,,
002860.SZ,星帅尔,1.5221,0.8197,,,,
603721.SH,中广天择,0.7178,0.8191,,,,
300869.SZ,康泰医学,1.2937,0.8183,,,,
603043.SH,广州酒家,0.2988,0.8178,,,,
002404.SZ,嘉欣丝绸,0.5085,0.8170,,,,
000788.SZ,北大医药,1.6319,0.8163,,,,
000719.SZ,中原传媒,0.6642,0.8163,,,,
002277.SZ,友阿股份,0.5620,0.8152,,,,
000573.SZ,粤宏远A,1.8877,0.8130,,,,
300978.SZ,东箭科技,0.4517,0.8124,,,,
603301.SH,振德医疗,1.3656,0.8122,,,,
603059.SH,倍加洁,0.0590,0.8065,,,,
301201.SZ,诚达药业,0.8792,0.8050,,,,
002108.SZ,沧州明珠,0.5342,0.8032,,,,
300374.SZ,中铁装配,0.4728,0.8014,,,,
300769.SZ,德方纳米,4.5298,0.7963,,,,
301222.SZ,浙江恒威,0.2726,0.7922,,,,
002017.SZ,东信和平,2.8860,0.7919,,,,
300551.SZ,古鳌科技,2.3591,0.7916,,,,
600112.SH,ST天成,0.8031,0.7905,,,,
002247.SZ,聚力文化,0.2146,0.7905,,,,
000988.SZ,华工科技,2.4435,0.7901,,,,
605001.SH,威奥股份,0.1675,0.7899,,,,
301349.SZ,信德新材,1.6263,0.7886,,,,
600523.SH,贵航股份,0.8042,0.7849,,,,
002030.SZ,达安基因,4.9327,0.7834,,,,
300322.SZ,硕贝德,0.6001,0.7830,,,,
603628.SH,清源股份,1.1755,0.7813,,,,
601991.SH,大唐发电,3.2059,0.7792,,,,
688395.SH,正弦电气,0.0921,0.7741,,,,
002491.SZ,通鼎互联,0.4365,0.7737,,,,
300909.SZ,汇创达,0.5374,0.7727,,,,
601877.SH,正泰电器,3.7000,0.7722,,,,
603668.SH,天马科技,1.2684,0.7720,,,,
300863.SZ,卡倍亿,0.8723,0.7709,,,,
300649.SZ,杭州园林,0.3231,0.7671,,,,
300628.SZ,亿联网络,1.5692,0.7670,,,,
000661.SZ,长春高新,16.2969,0.7657,,,,
688089.SH,嘉必优,0.4414,0.7653,,,,
300695.SZ,兆丰股份,0.1861,0.7644,,,,
300846.SZ,首都在线,0.9371,0.7626,,,,
002833.SZ,弘亚数控,0.4594,0.7591,,,,
601000.SH,唐山港,0.8484,0.7576,,,,
002812.SZ,恩捷股份,8.8322,0.7532,,,,
300829.SZ,金丹科技,0.3203,0.7519,,,,
000927.SZ,中国铁物,0.5778,0.7519,,,,
300645.SZ,正元智慧,0.4770,0.7508,,,,
600917.SH,重庆燃气,0.5578,0.7453,,,,
600816.SH,ST安信,0.5887,0.7444,,,,
600236.SH,桂冠电力,1.4655,0.7440,,,,
836395.BJ,朗鸿科技,0.0149,0.7422,,,,
600689.SH,上海三毛,0.2317,0.7398,,,,
603855.SH,华荣股份,0.3998,0.7391,,,,
600435.SH,北方导航,1.1813,0.7380,,,,
300481.SZ,濮阳惠成,2.1873,0.7355,,,,
002357.SZ,富临运业,0.2948,0.7353,,,,
002080.SZ,中材科技,2.3778,0.7350,,,,
603978.SH,深圳新星,0.3871,0.7343,,,,
688148.SH,芳源股份,0.5811,0.7338,,,,
000584.SZ,哈工智能,1.4308,0.7331,,,,
603856.SH,东宏股份,0.4480,0.7315,,,,
300561.SZ,汇金科技,0.4324,0.7307,,,,
002337.SZ,赛象科技,0.9339,0.7286,,,,
001226.SZ,拓山重工,0.9804,0.7265,,,,
605088.SH,冠盛股份,0.5928,0.7246,,,,
000928.SZ,中钢国际,0.6681,0.7246,,,,
300393.SZ,中来股份,5.7880,0.7233,,,,
002682.SZ,龙洲股份,0.8369,0.7229,,,,
002714.SZ,牧原股份,14.9917,0.7207,,,,
300562.SZ,乐心医疗,0.7858,0.7194,,,,
300160.SZ,秀强股份,0.7845,0.7184,,,,
300463.SZ,迈克生物,7.6309,0.7177,,,,
605016.SH,百龙创园,0.2223,0.7154,,,,
300394.SZ,天孚通信,1.1648,0.7143,,,,
300222.SZ,科大智能,0.6205,0.7133,,,,
600613.SH,神奇制药,0.3448,0.7130,,,,
300810.SZ,中科海讯,0.1495,0.7130,,,,
603803.SH,瑞斯康达,0.2660,0.7092,,,,
600468.SH,百利电气,0.4009,0.7059,,,,
600730.SH,中国高科,1.0398,0.7055,,,,
301235.SZ,华康医疗,1.0957,0.7038,,,,
001201.SZ,东瑞股份,0.7612,0.7022,,,,
300154.SZ,瑞凌股份,0.1028,0.7018,,,,
002877.SZ,智能自控,0.5712,0.7013,,,,
300743.SZ,天地数码,0.3377,0.7005,,,,
603976.SH,正川股份,0.2912,0.6993,,,,
600704.SH,物产中大,1.2071,0.6977,,,,
300428.SZ,立中集团,2.0473,0.6971,,,,
603158.SH,腾龙股份,0.3272,0.6944,,,,
002198.SZ,嘉应制药,0.4801,0.6908,,,,
002524.SZ,光正眼科,2.2811,0.6906,,,,
605183.SH,确成股份,0.3756,0.6867,,,,
300936.SZ,中英科技,0.1494,0.6849,,,,
301029.SZ,怡合达,1.8426,0.6819,,,,
688505.SH,复旦张江,0.1704,0.6803,,,,
688678.SH,福立旺,0.5840,0.6800,,,,
002951.SZ,金时科技,1.2455,0.6795,,,,
600873.SH,梅花生物,2.6262,0.6776,,,,
002963.SZ,豪尔赛,0.0951,0.6774,,,,
603663.SH,三祥新材,0.9374,0.6770,,,,
605277.SH,新亚电子,0.1760,0.6749,,,,
000411.SZ,英特集团,1.7611,0.6745,,,,
688566.SH,吉贝尔,0.0560,0.6739,,,,
600218.SH,全柴动力,0.4960,0.6711,,,,
300956.SZ,英力股份,0.1324,0.6702,,,,
301198.SZ,喜悦智行,0.1208,0.6693,,,,
688076.SH,诺泰生物,0.4897,0.6673,,,,
300676.SZ,华大基因,1.9777,0.6671,,,,
000563.SZ,陕国投A,0.6468,0.6667,,,,
000858.SZ,五粮液,22.2573,0.6660,,,,
600498.SH,烽火通信,0.8224,0.6657,,,,
002916.SZ,深南电路,1.1104,0.6654,,,,
002725.SZ,跃岭股份,0.5094,0.6652,,,,
003043.SZ,华亚智能,1.3549,0.6645,,,,
600452.SH,涪陵电力,1.2478,0.6637,,,,
600213.SH,亚星客车,2.2420,0.6630,,,,
000570.SZ,苏常柴A,0.2709,0.6623,,,,
300513.SZ,恒实科技,0.4177,0.6610,,,,
300866.SZ,安克创新,1.1490,0.6609,,,,
002401.SZ,中远海科,0.3095,0.6601,,,,
603880.SH,南卫股份,0.1858,0.6568,,,,
002749.SZ,国光股份,0.1413,0.6550,,,,
301092.SZ,争光股份,0.2463,0.6533,,,,
300879.SZ,大叶股份,0.3631,0.6532,,,,
600225.SH,卓朗科技,0.8371,0.6494,,,,
002369.SZ,卓翼科技,0.6089,0.6494,,,,
000616.SZ,ST海投,0.1300,0.6494,,,,
603709.SH,中源家居,0.0825,0.6468,,,,
688516.SH,奥特维,2.4285,0.6447,,,,
300609.SZ,汇纳科技,0.3918,0.6447,,,,
603421.SH,鼎信通讯,0.2449,0.6443,,,,
300792.SZ,壹网壹创,0.9678,0.6432,,,,
301002.SZ,崧盛股份,0.2328,0.6426,,,,
002095.SZ,生意宝,0.2931,0.6415,,,,
300289.SZ,利德曼,0.5913,0.6410,,,,
002180.SZ,纳思达,4.9743,0.6400,,,,
002050.SZ,三花智控,8.9481,0.6384,,,,
605033.SH,美邦股份,0.1688,0.6373,,,,
002741.SZ,光华科技,0.5423,0.6373,,,,
300857.SZ,协创数据,0.2012,0.6366,,,,
002923.SZ,润都股份,0.4558,0.6362,,,,
002825.SZ,纳尔股份,0.8847,0.6351,,,,
688616.SH,西力科技,0.1626,0.6346,,,,
300793.SZ,佳禾智能,0.6944,0.6338,,,,
002104.SZ,恒宝股份,4.0899,0.6337,,,,
603289.SH,泰瑞机器,0.2150,0.6336,,,,
002718.SZ,友邦吊顶,0.1106,0.6334,,,,
600855.SH,航天长峰,1.3736,0.6329,,,,
600538.SH,国发股份,0.3283,0.6316,,,,
834475.BJ,三友科技,0.0095,0.6279,,,,
002223.SZ,鱼跃医疗,5.2368,0.6236,,,,
300913.SZ,兆龙互连,0.4480,0.6225,,,,
688070.SH,纵横股份,0.4655,0.6225,,,,
688183.SH,生益电子,0.1622,0.6211,,,,
603798.SH,康普顿,0.1543,0.6211,,,,
002421.SZ,达实智能,1.2376,0.6192,,,,
300836.SZ,佰奥智能,0.2305,0.6189,,,,
600673.SH,东阳光,1.3331,0.6186,,,,
603221.SH,爱丽家居,0.0518,0.6173,,,,
300444.SZ,双杰电气,0.4165,0.6173,,,,
002042.SZ,华孚时尚,0.5838,0.6154,,,,
300298.SZ,三诺生物,1.9767,0.6150,,,,
002610.SZ,爱康科技,2.7171,0.6135,,,,
000543.SZ,皖能电力,2.0824,0.6122,,,,
002865.SZ,钧达股份,7.1953,0.6111,,,,
000813.SZ,德展健康,0.4324,0.6098,,,,
000848.SZ,承德露露,0.6201,0.6090,,,,
837242.BJ,建邦科技,0.0007,0.6061,,,,
688220.SH,翱捷科技-U,0.2123,0.6050,,,,
300590.SZ,移为通信,0.6395,0.6050,,,,
600967.SH,内蒙一机,0.6288,0.6046,,,,
300115.SZ,长盈精密,2.6590,0.6040,,,,
300221.SZ,银禧科技,0.2285,0.6036,,,,
002848.SZ,高斯贝尔,0.8833,0.6009,,,,
839946.BJ,华阳变速,0.0023,0.6006,,,,
001212.SZ,中旗新材,0.3998,0.6001,,,,
603001.SH,奥康国际,0.1023,0.5979,,,,
832000.BJ,安徽凤凰,0.0038,0.5976,,,,
600517.SH,国网英大,0.4421,0.5976,,,,
300985.SZ,致远新能,0.2261,0.5963,,,,
603661.SH,恒林股份,0.1456,0.5951,,,,
603088.SH,宁波精达,1.0145,0.5938,,,,
600355.SH,精伦电子,0.4193,0.5917,,,,
300614.SZ,百川畅银,0.1839,0.5917,,,,
002430.SZ,杭氧股份,0.9590,0.5914,,,,
300119.SZ,瑞普生物,1.1233,0.5901,,,,
603988.SH,中电电机,0.2067,0.5900,,,,
603718.SH,海利生物,0.4726,0.5894,,,,
002322.SZ,理工能科,0.2250,0.5869,,,,
002506.SZ,协鑫集成,2.3915,0.5865,,,,
603286.SH,日盈电子,0.2869,0.5858,,,,
603102.SH,百合股份,0.1310,0.5840,,,,
600510.SH,黑牡丹,0.7426,0.5839,,,,
600787.SH,中储股份,0.7906,0.5837,,,,
002732.SZ,燕塘乳业,0.0909,0.5814,,,,
002255.SZ,海陆重工,0.4720,0.5780,,,,
000005.SZ,ST星源,0.0960,0.5780,,,,
603983.SH,丸美股份,1.0013,0.5776,,,,
300865.SZ,大宏立,0.0675,0.5759,,,,
002407.SZ,多氟多,6.8066,0.5758,,,,
600256.SH,广汇能源,11.2560,0.5733,,,,
603037.SH,凯众股份,0.0831,0.5718,,,,
000669.SZ,ST金鸿,0.1200,0.5714,,,,
601226.SH,华电重工,0.3410,0.5703,,,,
300819.SZ,聚杰微纤,0.7437,0.5689,,,,
600830.SH,香溢融通,0.1995,0.5682,,,,
600796.SH,钱江生化,0.1696,0.5682,,,,
600239.SH,ST云城,0.2074,0.5682,,,,
002094.SZ,青岛金王,1.2048,0.5682,,,,
301063.SZ,海锅股份,0.1938,0.5675,,,,
000860.SZ,顺鑫农业,1.4239,0.5674,,,,
002360.SZ,同德化工,0.2315,0.5666,,,,
300048.SZ,合康新能,0.7200,0.5660,,,,
835368.BJ,连城数控,0.1534,0.5634,,,,
301136.SZ,招标股份,0.3607,0.5634,,,,
002584.SZ,西陇科学,1.6652,0.5634,,,,
603496.SH,恒为科技,1.2731,0.5632,,,,
600629.SH,华建集团,0.1066,0.5629,,,,
600051.SH,宁波联合,0.2446,0.5618,,,,
300146.SZ,汤臣倍健,1.9257,0.5605,,,,
300283.SZ,温州宏丰,0.2676,0.5597,,,,
002218.SZ,拓日新能,1.6584,0.5597,,,,
600458.SH,时代新材,0.6828,0.5580,,,,
688739.SH,成大生物,0.2109,0.5575,,,,
688219.SH,会通股份,0.0945,0.5568,,,,
002957.SZ,科瑞技术,0.5926,0.5562,,,,
001318.SZ,阳光乳业,0.6230,0.5536,,,,
603716.SH,塞力医疗,0.3595,0.5515,,,,
002024.SZ,ST易购,0.5821,0.5495,,,,
300666.SZ,江丰电子,5.2530,0.5490,,,,
001229.SZ,魅视科技,0.6671,0.5483,,,,
600312.SH,平高电气,0.8594,0.5457,,,,
600562.SH,国睿科技,0.9916,0.5446,,,,
000676.SZ,智度股份,0.7875,0.5435,,,,
000810.SZ,创维数字,2.4265,0.5422,,,,
603038.SH,华立股份,0.1723,0.5413,,,,
839790.BJ,联迪信息,0.0612,0.5405,,,,
600676.SH,交运股份,0.1196,0.5405,,,,
601598.SH,中国外运,0.6786,0.5391,,,,
300925.SZ,法本信息,0.7196,0.5367,,,,
831278.BJ,泰德股份,0.0310,0.5319,,,,
002021.SZ,ST中捷,0.1017,0.5319,,,,
301366.SZ,一博科技,1.3162,0.5310,,,,
688028.SH,沃尔德,0.2983,0.5276,,,,
688267.SH,中触媒,0.2174,0.5260,,,,
002686.SZ,亿利达,0.4071,0.5245,,,,
601975.SH,招商南油,17.7599,0.5236,,,,
603636.SH,南威软件,2.0675,0.5228,,,,
002821.SZ,凯莱英,9.2124,0.5217,,,,
603098.SH,森特股份,0.3977,0.5192,,,,
300252.SZ,金信诺,0.4373,0.5175,,,,
002973.SZ,侨银股份,0.1158,0.5164,,,,
600234.SH,科新发展,0.1002,0.5155,,,,
000553.SZ,安道麦A,0.5927,0.5149,,,,
600908.SH,无锡银行,0.9395,0.5146,,,,
603829.SH,洛凯股份,0.2208,0.5141,,,,
300631.SZ,久吾高科,0.3091,0.5133,,,,
000652.SZ,泰达股份,0.2859,0.5128,,,,
688560.SH,明冠新材,3.4235,0.5112,,,,
600406.SH,国电南瑞,2.4696,0.5100,,,,
002384.SZ,东山精密,3.3856,0.5096,,,,
002398.SZ,垒知集团,0.5451,0.5085,,,,
002546.SZ,新联电子,0.3995,0.5076,,,,
603982.SH,泉峰汽车,1.1574,0.5064,,,,
301043.SZ,绿岛风,0.0653,0.5059,,,,
605288.SH,凯迪股份,0.2169,0.5052,,,,
603630.SH,拉芳家化,0.2219,0.5029,,,,
600032.SH,浙江新能,0.5197,0.5008,,,,
603739.SH,蔚蓝生物,0.0920,0.4996,,,,
688300.SH,联瑞新材,0.3553,0.4986,,,,
834765.BJ,美之高,0.0032,0.4975,,,,
603600.SH,永艺股份,0.2372,0.4975,,,,
000096.SZ,广聚能源,0.1252,0.4944,,,,
300501.SZ,海顺新材,0.3027,0.4930,,,,
301005.SZ,超捷股份,0.0992,0.4926,,,,
600128.SH,弘业股份,0.5322,0.4920,,,,
688109.SH,品茗科技,0.0709,0.4918,,,,
300391.SZ,康跃科技,0.4311,0.4892,,,,
300564.SZ,筑博设计,0.1491,0.4890,,,,
603121.SH,华培动力,0.1443,0.4870,,,,
000032.SZ,深桑达A,0.8525,0.4861,,,,
688586.SH,江航装备,0.5581,0.4840,,,,
000815.SZ,美利云,2.8908,0.4819,,,,
688062.SH,迈威生物-U,0.2697,0.4818,,,,
601009.SH,南京银行,2.2114,0.4794,,,,
002728.SZ,特一药业,0.6373,0.4789,,,,
603398.SH,沐邦高科,2.2493,0.4750,,,,
300953.SZ,震裕科技,1.0253,0.4741,,,,
603096.SH,新经典,0.2913,0.4706,,,,
600477.SH,杭萧钢构,2.8717,0.4695,,,,
605123.SH,派克新材,3.0527,0.4684,,,,
301012.SZ,扬电科技,0.3807,0.4674,,,,
688023.SH,安恒信息,0.8012,0.4662,,,,
600693.SH,东百集团,1.1789,0.4619,,,,
600398.SH,海澜之家,0.4811,0.4608,,,,
002927.SZ,泰永长征,0.2690,0.4604,,,,
300780.SZ,德恩精工,0.7380,0.4593,,,,
300908.SZ,仲景食品,0.2782,0.4582,,,,
605377.SH,华旺科技,0.3713,0.4582,,,,
605365.SH,立达信,0.6477,0.4566,,,,
600708.SH,光明地产,0.2956,0.4566,,,,
300390.SZ,天华超净,7.5211,0.4539,,,,
000995.SZ,*ST皇台,0.3566,0.4537,,,,
002567.SZ,唐人神,4.1409,0.4530,,,,
002441.SZ,众业达,0.4537,0.4525,,,,
300183.SZ,东软载波,0.3101,0.4511,,,,
002703.SZ,浙江世宝,5.2216,0.4510,,,,
603928.SH,兴业股份,0.1039,0.4509,,,,
002089.SZ,ST新海,0.5625,0.4505,,,,
605162.SH,新中港,0.1368,0.4494,,,,
002338.SZ,奥普光电,1.7821,0.4493,,,,
002928.SZ,华夏航空,0.5845,0.4488,,,,
002830.SZ,名雕股份,0.1785,0.4488,,,,
301070.SZ,开勒股份,0.0920,0.4466,,,,
301238.SZ,瑞泰新材,1.6571,0.4446,,,,
831834.BJ,三维股份,0.0148,0.4444,,,,
002998.SZ,优彩资源,0.1005,0.4425,,,,
300585.SZ,奥联电子,0.3010,0.4422,,,,
836239.BJ,长虹能源,0.0892,0.4419,,,,
605319.SH,无锡振华,0.1175,0.4418,,,,
300249.SZ,依米康,3.6763,0.4400,,,,
605086.SH,龙高股份,0.0689,0.4376,,,,
603681.SH,永冠新材,0.4391,0.4371,,,,
300760.SZ,迈瑞医疗,23.0227,0.4364,,,,
002199.SZ,东晶电子,0.2868,0.4360,,,,
002158.SZ,汉钟精机,1.3659,0.4352,,,,
002978.SZ,安宁股份,0.3516,0.4350,,,,
300969.SZ,恒帅股份,0.7166,0.4348,,,,
002633.SZ,申科股份,0.1682,0.4329,,,,
688186.SH,广大特材,0.8301,0.4320,,,,
600277.SH,亿利洁能,1.4531,0.4320,,,,
600057.SH,厦门象屿,1.4554,0.4310,,,,
603113.SH,金能科技,0.5513,0.4301,,,,
000823.SZ,超声电子,0.4200,0.4283,,,,
835508.BJ,殷图网联,0.0027,0.4280,,,,
688317.SH,之江生物,1.8666,0.4277,,,,
601798.SH,蓝科高新,0.3779,0.4261,,,,
600326.SH,西藏天路,0.2240,0.4246,,,,
002638.SZ,勤上股份,1.1285,0.4219,,,,
600327.SH,大东方,0.3630,0.4202,,,,
002282.SZ,博深股份,0.3315,0.4202,,,,
002988.SZ,豪美新材,0.2134,0.4193,,,,
300627.SZ,华测导航,1.2076,0.4192,,,,
002364.SZ,中恒电气,0.3997,0.4190,,,,
002966.SZ,苏州银行,1.8371,0.4184,,,,
300694.SZ,蠡湖股份,0.1095,0.4180,,,,
002701.SZ,奥瑞金,0.6638,0.4175,,,,
603980.SH,吉华集团,0.0799,0.4167,,,,
300689.SZ,澄天伟业,0.2049,0.4167,,,,
300162.SZ,雷曼光电,0.4480,0.4161,,,,
301010.SZ,晶雪节能,0.3057,0.4147,,,,
605338.SH,巴比食品,0.1619,0.4137,,,,
300661.SZ,圣邦股份,2.4090,0.4137,,,,
300994.SZ,久祺股份,0.3278,0.4130,,,,
601811.SH,新华文轩,0.2471,0.4124,,,,
600919.SH,江苏银行,4.9869,0.4093,,,,
688173.SH,希荻微,0.1621,0.4090,,,,
002202.SZ,金风科技,2.6439,0.4085,,,,
605136.SH,丽人丽妆,0.8721,0.4058,,,,
002142.SZ,宁波银行,7.5222,0.4044,,,,
603058.SH,永吉股份,0.2126,0.4038,,,,
600592.SH,龙溪股份,0.1890,0.4038,,,,
600489.SH,中金黄金,1.8411,0.4027,,,,
601669.SH,中国电建,5.5783,0.4021,,,,
300363.SZ,博腾股份,6.6176,0.3981,,,,
600987.SH,航民股份,1.3386,0.3974,,,,
836675.BJ,秉扬科技,0.0088,0.3960,,,,
688662.SH,富信科技,0.0916,0.3960,,,,
603117.SH,ST万林,0.2527,0.3953,,,,
871396.BJ,常辅股份,0.0041,0.3947,,,,
000501.SZ,武商集团,0.5802,0.3941,,,,
301052.SZ,果麦文化,0.2486,0.3930,,,,
002669.SZ,康达新材,0.6371,0.3925,,,,
300569.SZ,天能重工,1.5608,0.3918,,,,
603767.SH,中马传动,0.1031,0.3916,,,,
000682.SZ,东方电子,0.6137,0.3901,,,,
601865.SH,福莱特,1.7098,0.3896,,,,
600208.SH,新湖中宝,1.2879,0.3876,,,,
600170.SH,上海建工,0.5263,0.3861,,,,
002597.SZ,金禾实业,2.5044,0.3861,,,,
002103.SZ,广博股份,1.4521,0.3861,,,,
301279.SZ,金道科技,0.4415,0.3840,,,,
001228.SZ,永泰运,1.1195,0.3830,,,,
300756.SZ,金马游乐,0.2948,0.3828,,,,
601158.SH,重庆水务,0.1569,0.3817,,,,
600739.SH,辽宁成大,0.6809,0.3814,,,,
600531.SH,豫光金铅,0.9564,0.3802,,,,
300185.SZ,通裕重工,0.5848,0.3802,,,,
000791.SZ,甘肃电投,0.5880,0.3802,,,,
600039.SH,四川路桥,1.4437,0.3788,,,,
301132.SZ,满坤科技,0.6008,0.3785,,,,
